activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071003503,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,1,2,1,1,2,2,2,385000,96.5,3.875,-0.096,2,11571.41,NA,1295,NA,,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,10,43,3,3,1,14,,,,1,14,,,,2,3,5,,,,,5,,,,,2,3,1,2,2,3,25-34,25-34,No,No,1,1,3,,,,,10,,,,5792,91.61,69700,104,1068,1336,32
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071010011,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,165000,72.39,4.375,0.493,2,5633.45,NA,3955,NA,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,12,30%-<36%,2,2,1,14,,,,1,14,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,35-44,35-44,No,No,1,1,1,,,,,10,,,,5091,78.73,69700,63,627,1159,33
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037236100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,1,1,1,1,1,2,2,2,305000,80,4.25,0.237,2,5637.75,NA,2090,NA,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,6,47,1,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,2,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,5139,96.79,73100,57,543,1226,57
2019,5493001K7B4W8IPMZ254,40140,CA,6065,6065041002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,1,2,1,1,2,2,2,325000,84.21,3.875,-0.036,2,11328.5,NA,2315,NA,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,7,39,1,1,1,11,,,,1,11,,,,2,3,5,,,,,5,,,,,2,3,1,2,1,3,45-54,35-44,No,No,1,1,3,,,,,10,,,,3483,81.65,69700,88,584,753,40
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071010024,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,1,1,1,1,2,2,2,125000,35.72,4.5,0.722,2,5851.5,NA,2590,NA,,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,3,45,1,10,1,11,,,,4,,,,,2,3,5,,,,,6,,,,,2,3,2,4,2,3,55-64,9999,No,NA,1,1,1,,,,,10,,,,5459,40.21,69700,108,1409,1751,29
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059001706,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,0,1,1,1,1,2,2,2,1005000,65.36,6.375,2.101,2,21173,NA,12290,NA,,360,NA,84,2,2,2,2,1535000,1,1,3,5,1,NA,277,<20%,1,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,2,4,2,3,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,3726,40.45,97900,163,1050,1178,55
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037203500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,2,1,32,1,2,2,2,355000,46.67,5.125,NA,2,8208.47,NA,5590,NA,,360,NA,NA,2,2,2,2,755000,1,3,3,5,1,NA,8,48,1,1,3,,,,,3,,,,,2,3,6,,,,,6,,,,,2,3,1,2,1,3,35-44,35-44,No,No,1,1,1,,,,,10,,,,3136,95.12,73100,58,167,654,60
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059052522,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,1,1,1,1,2,2,2,675000,75,4.875,NA,2,6021.66,NA,1760,NA,,360,NA,NA,2,2,2,2,905000,1,3,3,5,1,NA,16,48,3,10,2,,,,,4,,,,,2,3,2,22,,,,6,,,,,2,3,2,4,2,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,4330,65.08,97900,142,773,1162,29
2019,5493001K7B4W8IPMZ254,40140,CA,6065,6065043001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,9,1,1,1,1,2,2,2,105000,80,5.875,1.919,2,5823,NA,2690,NA,,360,NA,84,2,2,2,2,125000,1,1,3,5,1,NA,3,50%-60%,1,10,3,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,2,4,2,3,45-54,9999,No,NA,1,1,6,,,,,10,,,,5757,75.28,69700,57,629,1291,30
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059074300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,1,2,1,1,2,2,2,495000,95.25,3.875,0.001,2,16947.99,NA,4736.75,NA,,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,9,36,1,1,3,,,,,3,,,,,3,3,6,,,,,6,,,,,3,3,1,2,3,3,25-34,25-34,No,No,1,1,3,,,,,10,,,,4450,96.76,97900,65,497,785,59
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037650800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,32,1,2,2,2,655000,65,6.25,NA,2,5873,NA,2290,NA,,360,NA,84,2,1,2,2,1005000,1,3,3,5,1,NA,19,30%-<36%,3,10,2,,,,,4,,,,,3,3,2,27,,,,6,,,,,3,3,2,4,3,3,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,6854,78.86,73100,163,1858,2273,31
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071009912,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,3,1,1,1,1,2,2,2,205000,95,5.5,1.866,2,5915.75,NA,3320.75,NA,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,4,38,2,10,1,14,,,,4,,,,,3,3,5,,,,,6,,,,,3,3,1,4,3,3,35-44,9999,No,NA,1,1,1,,,,,10,,,,4517,72.19,69700,41,729,1392,36
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037106112,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,1,9,1,1,1,1,2,2,2,475000,NA,5.125,-4.47,2,25803,NA,20370,NA,,360,NA,84,2,2,2,2,595000,1,1,3,5,1,NA,0,NA,3,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,2,3,55-64,9999,No,NA,1,1,6,,,,,10,,,,6009,84.02,73100,111,1277,1500,50
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037504002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,9,1,1,1,1,2,2,2,465000,NA,4.875,0.186,2,13866,NA,8633,NA,,NA,NA,84,2,2,2,2,655000,1,1,3,5,1,NA,0,NA,3,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,2,4,2,3,55-64,9999,No,NA,1,1,6,,,,,10,,,,5284,57.48,73100,146,1154,1427,58
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037503703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Joint,1,1,1,1,1,1,2,2,2,595000,80,4.375,0.366,2,9294.95,NA,5050,NA,,360,NA,NA,2,2,2,2,745000,1,1,3,5,1,NA,8,49,2,2,3,,,,,3,,,,,2,3,2,27,,,,2,27,,,,2,3,1,2,1,3,35-44,35-44,No,No,1,1,1,,,,,10,,,,7841,72.72,73100,147,2134,2327,24
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037403323,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,1,1,2,1,31,1,2,2,2,485000,65.89,3.875,0.059,2,4143.25,NA,2090,NA,,360,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,7,39,2,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,1,3,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,5433,79.37,73100,137,1247,1732,33
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037920020,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,2,2,2,31,1,2,2,2,505000,85.5,4.125,0.143,2,8266.93,NA,2290,NA,,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,0,NA,1,10,1,14,,,,4,,,,,3,3,6,,,,,6,,,,,3,3,1,4,3,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,7149,36.63,73100,148,1952,2157,38
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037550100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,32,1,2,2,2,435000,85,4.5,0.736,2,20667.42,NA,10790,NA,,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,11,30%-<36%,3,3,1,14,,,,1,14,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,35-44,35-44,No,No,1,1,3,,,,,10,,,,7941,92.48,73100,118,1561,1835,61
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059021816,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,31,1,2,2,2,585000,64.29,4.5,0.343,2,3811.96,NA,1990,NA,,360,NA,NA,2,2,2,2,915000,1,1,3,5,1,NA,13,44,2,10,2,,,,,4,,,,,3,3,2,27,,,,6,,,,,3,3,1,4,3,3,25-34,9999,No,NA,1,1,1,,,,,10,,,,5095,31.87,97900,118,1502,1693,43
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037535101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,1,2,1,1,2,2,2,395000,96.5,3.875,-0.062,2,11870.56,NA,2065,NA,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,6,50%-60%,2,10,1,11,,,,4,,,,,2,3,5,,,,,6,,,,,2,3,1,4,2,3,45-54,9999,No,NA,1,1,3,,,,,10,,,,7730,99.12,73100,57,642,1786,61
2019,5493001K7B4W8IPMZ254,40140,CA,6065,6065047900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,1,1,1,1,1,2,2,2,425000,80,4,-0.048,2,6003.81,NA,2090,NA,,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,7,47,2,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,2,4,2,3,25-34,9999,No,NA,1,1,1,,,,,10,,,,12895,49.9,69700,193,3165,3625,16
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071009118,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,235000,72.66,4.75,0.927,2,8520.45,NA,6670,NA,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,6,39,3,3,1,14,,,,1,14,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,25-34,35-44,No,No,1,1,1,,,,,10,,,,23589,75.71,69700,114,4478,6507,12
2019,5493001K7B4W8IPMZ254,40900,CA,6067,6067009010,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,1,1,1,1,2,2,2,285000,79.89,4.25,0.18,2,3232.45,NA,1720,NA,,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,4,47,1,10,2,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,2,3,25-34,9999,No,NA,1,1,1,,,,,10,,,,4704,66.77,84000,90,437,805,24
2019,5493001K7B4W8IPMZ254,40900,CA,6067,6067009011,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,31,1,2,2,2,305000,79.27,4.5,0.494,2,3589,NA,1720,NA,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,8,41,2,2,2,,,,,2,,,,,2,3,2,27,,,,2,27,,,,2,3,1,2,2,3,55-64,55-64,No,No,1,1,1,,,,,10,,,,4059,53.78,84000,137,1098,1283,0
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037300200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,1,1,1,1,1,1,2,2,2,485000,39.29,4,-0.023,2,7754.72,NA,2090,NA,,360,NA,NA,2,2,2,2,1235000,1,1,3,5,1,NA,12,30%-<36%,1,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,1,3,25-34,9999,No,NA,1,1,1,,,,,10,,,,5676,52.11,73100,148,1417,1686,62
2019,5493001K7B4W8IPMZ254,40900,CA,6017,6017030710,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,1,1,1,1,2,2,2,1575000,70,4.25,0.285,2,8535.5,NA,1720,NA,,360,NA,NA,2,2,2,2,2275000,1,1,3,5,1,NA,63,20%-<30%,3,3,3,,,,,2,,,,,2,3,6,,,,,2,27,,,,2,3,1,2,2,3,35-44,35-44,No,No,1,1,6,,,,,10,,,,5362,30.79,84000,207,1639,1833,18
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037408138,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,2,2,2,465000,83.96,4,0.036,2,8473.32,NA,2065,NA,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,10,38,1,1,1,14,,,,1,14,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,25-34,25-34,No,No,1,1,3,,,,,10,,,,6355,94.52,73100,64,871,1300,57
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071010013,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,235000,80,4.625,0.912,2,8973,NA,6741,NA,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,3,43,1,10,1,14,,,,4,,,,,2,3,5,,,,,6,,,,,1,3,1,4,1,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,7575,62.63,69700,68,1538,2484,32
2019,5493001K7B4W8IPMZ254,40900,CA,6067,6067009011,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,32,1,2,2,2,365000,58.54,3.875,0.186,2,3639,NA,1720,NA,,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,5,45,1,10,2,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,2,4,2,3,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,4059,53.78,84000,137,1098,1283,0
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037181000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,605000,65.57,4.375,0.317,2,3391.77,NA,1095,NA,,360,NA,NA,2,2,2,2,915000,1,1,3,5,1,NA,13,37,3,3,2,,,,,2,,,,,1,3,5,,,,,5,,,,,1,3,2,1,1,3,35-44,45-54,No,No,1,1,1,,,,,10,,,,6163,59.26,73100,184,1748,2095,76
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037571503,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,1,1,2,2,2,475000,96.5,4,0.395,2,15212.44,NA,3040,NA,,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,7,49,2,10,2,,,,,4,,,,,2,3,3,,,,,6,,,,,2,3,2,4,2,3,55-64,9999,Yes,NA,1,1,3,,,,,10,,,,4200,81.95,73100,131,773,1169,56
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037554405,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,9,1,1,1,1,2,2,2,475000,80,6.25,2.674,2,12390,NA,7115,NA,,360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,12,49,2,10,2,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,2,3,25-34,9999,No,NA,1,1,6,,,,,10,,,,3082,85.37,73100,83,142,491,48
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059001103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Joint,1,9,1,1,1,1,2,2,2,485000,75,5.75,1.987,2,13248,NA,8590,NA,,360,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,9,39,3,3,3,,,,,3,,,,,2,3,2,27,,,,2,27,,,,2,3,1,2,1,3,35-44,35-44,No,No,1,1,6,,,,,10,,,,4305,69.69,97900,66,554,779,52
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059042203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,1,1,1,1,2,2,2,725000,53.85,5.625,NA,2,9057.82,NA,2290,NA,,360,NA,NA,2,2,2,2,1405000,1,3,3,5,1,NA,8,49,3,10,3,,,,,4,,,,,3,3,6,,,,,6,,,,,3,3,1,4,3,3,25-34,9999,No,NA,1,1,1,,,,,10,,,,7369,17.91,97900,123,2416,2969,32
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037232400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Joint,1,0,1,1,1,1,2,2,2,705000,75,4.75,NA,2,8198,NA,2090,NA,,360,NA,NA,2,2,2,2,945000,1,3,3,5,1,NA,7,39,3,3,3,,,,,3,,,,,3,3,2,27,,,,2,27,,,,3,3,1,2,3,3,55-64,45-54,No,No,1,1,6,,,,,10,,,,6906,99,73100,60,806,1789,76
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059001704,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,0,1,1,1,1,2,2,2,965000,80,4.25,0.507,2,14298,NA,6990,NA,,360,NA,NA,2,2,2,2,1205000,1,1,3,5,1,NA,22,39,3,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,2,4,1,3,55-64,9999,No,NA,1,1,6,,,,,10,,,,7658,80.2,97900,130,1740,2161,13
2019,5493001K7B4W8IPMZ254,11244,CA,6059,6059075202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,2,2,2,31,1,2,2,2,495000,93.62,3.875,0.04,2,5668.05,NA,1370,NA,,360,NA,NA,2,2,2,2,515000,1,1,3,5,1,NA,0,NA,2,2,2,,,,,2,,,,,3,3,5,,,,,2,27,,,,3,3,1,2,3,3,35-44,25-34,No,No,1,1,1,,,,,10,,,,5825,96.55,97900,69,645,1060,58
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037293202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,1,1,1,1,2,2,2,355000,70,5.75,1.677,2,7504,NA,4040,NA,,360,NA,84,2,2,2,2,505000,1,1,3,5,1,NA,13,38,1,1,2,,,,,2,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,1,3,55-64,45-54,No,No,1,1,6,,,,,10,,,,6424,93.93,73100,53,346,1013,48
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037212610,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,1,1,1,1,2,2,2,385000,79.17,3.875,0.107,2,5731.4,NA,2090,NA,,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,9,42,3,10,2,,,,,4,,,,,1,3,5,,,,,6,,,,,1,3,1,4,1,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,3871,89.82,73100,62,325,330,52
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037900104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,1,1,1,1,2,2,2,195000,85,4.375,0.754,2,6955,NA,4057.75,NA,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,7,42,2,10,1,11,,,,4,,,,,2,3,5,,,,,6,,,,,1,3,2,4,1,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,6228,72.69,73100,72,1109,1903,0
2019,5493001K7B4W8IPMZ254,40900,CA,6067,6067008705,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,1,1,1,1,2,2,2,445000,79.96,4.125,0.312,2,4420,NA,1720,NA,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,9,45,3,3,2,,,,,2,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,2,3,55-64,45-54,No,No,1,1,1,,,,,10,,,,6281,58.03,84000,151,1573,1899,9
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037504001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,1,1,1,1,2,2,2,385000,50,4.125,NA,2,8215.75,NA,4015,NA,,360,NA,NA,2,2,2,2,775000,1,3,3,5,1,NA,1,41,2,2,2,,,,,2,,,,,1,3,2,25,,,,2,25,,,,2,3,1,2,1,3,>74,>74,Yes,Yes,1,1,1,,,,,10,,,,6048,51.98,73100,118,778,903,57
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037294421,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,32,1,2,2,2,355000,65,6.25,2.185,2,7877.57,NA,5400.25,3110.25,,360,NA,84,2,1,2,2,555000,1,1,3,5,1,NA,8,30%-<36%,3,10,2,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,2,3,45-54,9999,No,NA,1,1,6,,,,,10,,,,3029,95.05,73100,72,342,473,40
2019,5493001K7B4W8IPMZ254,37100,CA,6111,6111005203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,3,1,1,1,1,2,2,2,505000,79.37,4.625,0.919,2,6992.45,NA,2090,NA,,360,NA,NA,2,2,2,2,635000,1,1,3,5,1,NA,19,42,3,3,2,,,,,2,,,,,2,3,2,25,,,,2,25,,,,2,3,1,2,2,3,25-34,25-34,No,No,1,1,1,,,,,10,,,,5490,29.89,97800,119,1320,1990,45
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037408629,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,32,1,2,2,2,355000,67.17,4,0.206,2,3888.4,NA,2090,NA,,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,14,49,3,10,2,,,,,4,,,,,1,3,2,25,,,,6,,,,,2,3,1,4,1,3,45-54,9999,No,NA,1,1,1,,,,,10,,,,2749,79.52,73100,146,757,1015,41
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037219902,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,1,1,1,1,2,2,2,805000,69.57,5.875,1.892,2,11575.16,NA,6290,4000,,360,NA,84,2,1,2,2,1155000,1,1,3,5,1,NA,20,30%-<36%,1,10,2,,,,,4,,,,,2,3,2,25,,,,6,,,,,2,3,1,4,1,3,45-54,9999,No,NA,1,1,6,,,,,10,,,,4030,94.44,73100,61,517,1052,65
2019,5493001K7B4W8IPMZ254,40140,CA,6071,6071010018,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,1,0,1,1,1,1,2,2,2,225000,65,6.25,NA,2,11704.5,NA,4471.5,NA,,360,NA,NA,2,2,2,2,355000,1,3,3,5,1,NA,9,30%-<36%,2,10,3,,,,,4,,,,,2,3,2,27,,,,6,,,,,2,3,1,4,2,3,>74,9999,Yes,NA,1,1,6,,,,,10,,,,7346,63.68,69700,86,1357,2192,26
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037221302,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,1,0,1,1,1,1,2,2,2,1305000,NA,4.5,NA,2,12103,NA,1195,NA,,360,NA,NA,2,2,2,2,2305000,1,3,3,5,1,NA,0,NA,2,2,3,,,,,3,,,,,2,3,2,27,,,,6,,,,,2,3,1,3,1,3,65-74,55-64,Yes,Yes,1,1,6,,,,,10,,,,5457,93.09,73100,53,61,433,70
2019,5493001K7B4W8IPMZ254,40140,CA,6065,6065041101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,2,2,2,305000,95,3.75,-0.061,2,5509.49,NA,1370,NA,,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,0,NA,2,10,1,14,,,,4,,,,,3,3,5,,,,,6,,,,,3,3,2,4,3,3,25-34,9999,No,NA,1,1,1,,,,,10,,,,5590,93.35,69700,52,301,771,44
2019,5493001K7B4W8IPMZ254,31084,CA,6037,6037460502,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,1,1,1,1,2,2,2,985000,65,5.625,1.442,2,16393.5,NA,9700,NA,,360,NA,84,2,2,2,2,1585000,1,1,3,5,1,NA,27,30%-<36%,3,10,2,,,,,4,,,,,1,3,2,25,,,,6,,,,,2,3,2,4,1,3,35-44,9999,No,NA,1,1,6,,,,,10,,,,4523,45.79,73100,241,1220,1501,65
